created_at,source,original_text,lang,sentiment,favorite_count,retweet_count,polarity,subjectivity,original_author,followers_count,friends_count,possibly_sensitive,hashtags,user_mentions,place
Fri Jun 18 17:59:39 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Study: Most people support sharing vaccines with other countries https://t.co/LrZJO0BFVA #covid19 #vaccines https://t.co/qPbTFhiM0E,en,"Sentiment(polarity=0.1875, subjectivity=0.4375)",31,16,0.1875,0.4375,nitin_na3,57,759,FALSE,"['#covid19', '#vaccines']",,"Maharashtra, India"
Fri Jun 18 17:59:42 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","[MB] â˜€ï¸ WINNIPEG â˜€ï¸ 
Available mRNA vaccines!
ðŸ“ Scurfield Pharmacy (100 201 Scurfield Blvd)
ðŸ“ž 204-306-4459
ðŸ’» https://t.co/cDMOKVMUTW
Call to confirm availability/book appointment! 
#protectmb
https://t.co/7OYAVc9tK1 #VHCDose2 #COVID19MB #vhcMB",en,"Sentiment(polarity=0.625, subjectivity=0.4)",6,3,0.625,0.4,knitntherapist,984,1382,FALSE,"['#protectmb', '#VHCDose2', '#COVID19MB', '#vhcMB']",,PrinceDuckie by @vanillacherie
Fri Jun 18 18:00:00 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ðŸ‡¨ðŸ‡¦ðŸ›‚ðŸ’‰ðŸ‡ºðŸ‡¸

Concerns over whether AstraZeneca recipients will be limited in travel to the U.S. https://t.co/5SQ5w5b6Ehâ€¦ https://t.co/sdZh1zhstl",en,"Sentiment(polarity=-0.07142857142857142, subjectivity=0.14285714285714285)",0,0,-0.071428571,0.142857143,vubblePOP,3165,2112,FALSE,[],,Everywhere
Fri Jun 18 18:00:02 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","PHAC Webinar for Health Care Providers: COVID-19 Variants and Vaccines  
June 23, 2021 @ 12:00pm-1:00 pm EDT
Registâ€¦ https://t.co/ubZb1LcjMo",en,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,CACCN1,759,259,FALSE,[],,"London, ON, Canada"
Fri Jun 18 18:00:02 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Karur District - Tomorrow's (19.06.2021) Vaccination Camps

#Karur #COVID19 #TamilNadu #KarurDistrict #KarurCovid #VaccinationDrive #CovishieldVaccine #Covaxin #TNVaccineDrive #EmpoweringErode #Vaccines https://t.co/r3DM1GV9jI",en,"Sentiment(polarity=0.0, subjectivity=0.0)",2,2,0,0,saravanan_erode,32,476,,"['#Karur', '#COVID19', '#TamilNadu', '#KarurDistrict', '#KarurCovid', '#VaccinationDrive', '#CovishieldVaccine', '#Covaxin', '#TNVaccineDrive', '#EmpoweringErode', '#Vaccines']",,
Fri Jun 18 18:00:02 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Vaccines Bring Us Together!

Keep your friends/family safe from #COVID19 @SeattleFire &amp; @SeaPubSchools are hostingâ€¦ https://t.co/MUoBXmQQwW",en,"Sentiment(polarity=0.5, subjectivity=0.5)",0,0,0.5,0.5,SeattleMedium,880,211,FALSE,['#COVID19'],"{'screen_name': 'SeattleFire', 'name': 'Seattle Fire Dept.', 'id': 24795283, 'id_str': '24795283', 'indices': [73, 85]}","Seattle, Wa"
Fri Jun 18 18:00:02 +0000 2021,"<a href=""http://www.falcon.io"" rel=""nofollow"">Falcon Social Media Management </a>",Patients with immune-mediated inflammatory diseases receiving background methotrexate have worse humoral and cellulâ€¦ https://t.co/oBQgxkUq3I,en,"Sentiment(polarity=-0.4, subjectivity=0.6)",0,0,-0.4,0.6,ophth_advisor,505,161,FALSE,[],,
Fri Jun 18 18:00:02 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","As of June 17th, T&amp;T has administered 201,313 doses of a WHO-approved #COVID19 vaccine. The country has approximately 56% of available stock remaining.

In Tobago, that number is lower at 15% (June 17th) with 3,000 Sinopharm doses arriving on Monday.

https://t.co/9NsIhQXxpU https://t.co/cVGwSlnmxl",en,"Sentiment(polarity=0.0, subjectivity=0.5)",48,17,0,0.5,iamtrinidaddy,1318,626,FALSE,['#COVID19'],,ðŸ‡¹ðŸ‡¹ x ðŸ‡ºðŸ‡¸
Fri Jun 18 18:00:09 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Join us in Al Balagh 2nd International Conference on Fiqh of Medicine &amp; learn about the Islamic Approach to COVID19 Vaccines &amp; Pharmaceutical Industry with leading subject experts.

ðŸ—“ï¸ 19th &amp; 20th June 2021
â³Register now https://t.co/T7bL2El0NP 

 @DrRafaqatRashid @Maraviaus https://t.co/0MMkDVuFev",en,"Sentiment(polarity=-0.041666666666666664, subjectivity=0.08333333333333333)",3,3,-0.041666667,0.083333333,ambuhari,7179,5244,FALSE,[],"{'screen_name': 'DrRafaqatRashid', 'name': 'Dr. Rafaqat Rashid', 'id': 4808453069, 'id_str': '4808453069', 'indices': [260, 276]}","Kaduna, Nigeria"
Fri Jun 18 18:00:18 +0000 2021,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","Follow @aarc_tweets, @hcollaborative &amp; @looms4lupus to keep up with the work these partners are doing to help theâ€¦ https://t.co/racHhefa7o",en,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,0,0,COVIDVxProject,312,401,FALSE,[],"{'screen_name': 'aarc_tweets', 'name': 'American Association for Respiratory Care', 'id': 17447528, 'id_str': '17447528', 'indices': [7, 19]}","Washington, DC"
Fri Jun 18 18:00:31 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Israel will deliver more than a million doses of #COVID19 vaccines to the Palestinian Authority to help it fight the corona pandemic.

The 1st delivery, consisting of 100,000 vaccines, was transfered to the PA friday afternoon through Bitunia crossing.
https://t.co/7M3lWWr1J9",en,"Sentiment(polarity=0.5, subjectivity=0.5)",404,168,0.5,0.5,StarColombo,2675,4924,,['#COVID19'],,
Fri Jun 18 18:00:37 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Dr Moeti is head of WHO in Africa, and one of the best public health experts and leaders I know. Hers is a desperate request for vaccines to Africa. We plead with Germany and the UK to lift patent restrictions and urgently transfer technology to enable production in Africa.",en,"Sentiment(polarity=0.13333333333333333, subjectivity=0.45555555555555555)",210,97,0.133333333,0.455555556,tonyforde007,39,187,,[],,
Fri Jun 18 18:00:41 +0000 2021,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","#COVID19 may be new, but the COVID-19 vaccines are built on trusted work that goes back decades.  

COVID-19 vaccinâ€¦ https://t.co/oesbrcsOvx",en,"Sentiment(polarity=0.06818181818181818, subjectivity=0.22727272727272727)",0,0,0.068181818,0.227272727,HamCoHealth,7520,838,,['#COVID19'],,"Cincinnati, Ohio"
Fri Jun 18 18:00:41 +0000 2021,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",I'm officially #FullyVaccinated! Vaccines are key to ending the pandemic &amp; getting back to all of our favourite peoâ€¦ https://t.co/sSviVqFJlJ,en,"Sentiment(polarity=0.0, subjectivity=0.5)",0,0,0,0.5,CTA_gc,5106,282,,['#FullyVaccinated'],,Canada
Fri Jun 18 18:00:49 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","That's great. But there are now *zero* appointments available within a 6 hour driving radius of Winnipeg for anyone who can only get Pfizer for shot 2. 

Save Pfizer for our kids. They don't have a choice between vaccines.

@KindrachukJason @SouradetS #mbpoli https://t.co/eqDGa4u1Gh",en,"Sentiment(polarity=0.4000000000000001, subjectivity=0.7166666666666667)",32,6,0.4,0.716666667,LauraMc61832350,20,37,FALSE,['#mbpoli'],"{'screen_name': 'KindrachukJason', 'name': 'Jason Kindrachuk, PhD', 'id': 1071978579934765061, 'id_str': '1071978579934765061', 'indices': [224, 240]}",
Fri Jun 18 18:01:00 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","You can get a #COVID19 vaccine and other vaccines, including flu and shingles, at the same visit. You no longer need to wait 14 days between vaccines. Side effects are the same if vaccines are given alone or together. 
 
More about vaccine timing: https://t.co/BV3mN5XdLe. https://t.co/RWrRzhKdEg",en,"Sentiment(polarity=0.09375, subjectivity=0.28125)",108,64,0.09375,0.28125,enterpenuerlist,64,230,,['#COVID19'],,
Fri Jun 18 18:01:06 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","As of June 17th, T&amp;T has administered 201,313 doses of a WHO-approved #COVID19 vaccine. The country has approximately 56% of available stock remaining.

In Tobago, that number is lower at 15% (June 17th) with 3,000 Sinopharm doses arriving on Monday.

https://t.co/9NsIhQXxpU https://t.co/cVGwSlnmxl",en,"Sentiment(polarity=0.0, subjectivity=0.5)",48,18,0,0.5,trinimini05,640,198,FALSE,['#COVID19'],,Trinidad&Tobago
Fri Jun 18 18:01:08 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","That's great. But there are now *zero* appointments available within a 6 hour driving radius of Winnipeg for anyone who can only get Pfizer for shot 2. 

Save Pfizer for our kids. They don't have a choice between vaccines.

@KindrachukJason @SouradetS #mbpoli https://t.co/eqDGa4u1Gh",en,"Sentiment(polarity=0.4000000000000001, subjectivity=0.7166666666666667)",33,7,0.4,0.716666667,BilasHeidi,165,302,FALSE,['#mbpoli'],"{'screen_name': 'KindrachukJason', 'name': 'Jason Kindrachuk, PhD', 'id': 1071978579934765061, 'id_str': '1071978579934765061', 'indices': [224, 240]}",Toronto ON
Fri Jun 18 18:01:09 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Covid live: Delta variant becoming globally dominant, WHO says as expert calls Africaâ€™s case trajectory â€˜very, veryâ€¦ https://t.co/KDl4k2tZVR",en,"Sentiment(polarity=0.1965909090909091, subjectivity=0.41250000000000003)",0,0,0.196590909,0.4125,1_Henriques,93,626,FALSE,[],,
Fri Jun 18 18:01:20 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Please do your research first if you read or see something about vaccines or #covid19 that sounds unusual.

Spreading disinfo means people wonâ€™t get vaccinated out of fear.

That will lead to more deaths.

Americaâ€™s Frontline Doctors: not to be trusted.

https://t.co/Jy0KGpRqrs https://t.co/1yq1ER5FcQ",en,"Sentiment(polarity=0.31666666666666665, subjectivity=0.611111111111111)",12,7,0.316666667,0.611111111,iche_me,13303,12983,FALSE,['#covid19'],,"North Carolina, USA"
Fri Jun 18 18:01:26 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",13) Similar #DeltaVariant worries from a ðŸ‡¨ðŸ‡¦ hospitalâ€” âž¡ï¸Outbreak even w/ 2 dose of mRNA vaccinesâ€”16 patients &amp; 6 HCWS #DeltaVariant positive. 6/16 patients &amp; 5/6 HCWs had received 2 doses of #COVID19 vaccine. A 2x vaccinated 80-year old also died. https://t.co/Y4GubHLMYF,en,"Sentiment(polarity=0.10909090909090909, subjectivity=0.38181818181818183)",167,68,0.109090909,0.381818182,ONESUKIJ,84,88,FALSE,"['#DeltaVariant', '#DeltaVariant', '#COVID19']",,"Zermatt, Switzerland"
Fri Jun 18 18:01:34 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","AstraZeneca claims victory over EU in vaccine deliveries case, but will be fined for late supplies 

The EU has lost its case against the FTSE-listed pharma over the supply of Covid-19 vaccines -&gt; https://t.co/NIVR6FiCva
 #AstraZeneca #CovidVaccine #astrazenecavaccine #Covid19",en,"Sentiment(polarity=-0.3, subjectivity=0.6)",5,5,-0.3,0.6,Alleninvest,2242,4999,FALSE,"['#AstraZeneca', '#CovidVaccine', '#astrazenecavaccine', '#Covid19']",,London
Fri Jun 18 18:01:35 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Israel to lend Palestine 1 million doses of soon-to-expire #COVID19 vaccines
https://t.co/Q11BdYZ7uu",en,"Sentiment(polarity=0.0, subjectivity=0.0)",5,6,0,0,Wendyisenhart,367,2518,FALSE,['#COVID19'],,Bellingham
Fri Jun 18 18:01:35 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",BioCubaFarma says phase 3 clinical trial results for #Cuban #COVID19 #vaccines are due out in a few days. Soberana02 (with and without booster) and Abdala were tested in 85K+ volunteers in Havana and eastern Cuba. @BioCubaFarma @FinlayInstituto @cda_dc @WOLA_org @aperezriverol https://t.co/GkrwLdJX1M,en,"Sentiment(polarity=-0.1625, subjectivity=0.2375)",55,30,-0.1625,0.2375,arnaldo45172700,2045,3216,FALSE,"['#Cuban', '#COVID19', '#vaccines']","{'screen_name': 'BioCubaFarma', 'name': 'BioCubaFarma', 'id': 983814956058578945, 'id_str': '983814956058578945', 'indices': [214, 227]}","La Habana, Cuba"
Fri Jun 18 18:01:41 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>","Pin Code:[411038] 
BSM-Deenanath Hosp Pvt PMC
Vaccines: COVISHIELD,
Min Age Limit: [18,45],
Dose1 Capacity: 1223,7,â€¦ https://t.co/alad9mxxru",en,"Sentiment(polarity=-0.75, subjectivity=1.0)",0,0,-0.75,1,PuneUpdater,88,0,,[],,
Fri Jun 18 18:01:41 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>","Pin Code:[411004] 
BMCC-DEENANATH HOSPITAL PVT
Vaccines: COVISHIELD,
Min Age Limit: [18,45],
Dose1 Capacity: 673,30â€¦ https://t.co/netNNYNpdG",en,"Sentiment(polarity=-0.75, subjectivity=1.0)",0,0,-0.75,1,PuneUpdater,88,0,,[],,
Fri Jun 18 18:01:41 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>","Pin Code:[411030] 
Poona Hospital PMC P
Vaccines: COVISHIELD,
Min Age Limit: [18],
Dose1 Capacity: 24,
Dose2 Capaciâ€¦ https://t.co/bnjWenhOao",en,"Sentiment(polarity=-0.75, subjectivity=1.0)",0,0,-0.75,1,PuneUpdater,88,0,,[],,
Fri Jun 18 18:01:41 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>","Pin Code:[411027] 
District Hospital Aundh
Vaccines: COVAXIN,
Min Age Limit: [18,45],
Dose1 Capacity: 0,
Dose2 Capaâ€¦ https://t.co/iiQU2sHwQE",en,"Sentiment(polarity=-0.75, subjectivity=1.0)",0,0,-0.75,1,PuneUpdater,88,0,FALSE,[],,
Fri Jun 18 18:02:19 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","As per reports, #Israel Prime Minister (#PM) #NaftaliBennett said that Israel will provide million #Covid19 #vaccine doses to #Palestine. An agreement was signed by the newly elected government for sending the vaccines. https://t.co/kYG0hoE2J6",en,"Sentiment(polarity=0.13636363636363635, subjectivity=0.45454545454545453)",5,1,0.136363636,0.454545455,rabiiik527,468,381,FALSE,"['#Israel', '#PM', '#NaftaliBennett', '#Covid19', '#vaccine', '#Palestine']",,
Fri Jun 18 18:02:22 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",18 June 2022 latest number of #COVID19 statistics in South Africa #CoronaVirusSA                              https://t.co/ofDKjzuAOf,en,"Sentiment(polarity=0.5, subjectivity=0.9)",0,0,0.5,0.9,HealthZA,304613,1373,FALSE,"['#COVID19', '#CoronaVirusSA']",,South Africa
Fri Jun 18 18:02:23 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","As of June 17th, T&amp;T has administered 201,313 doses of a WHO-approved #COVID19 vaccine. The country has approximately 56% of available stock remaining.

In Tobago, that number is lower at 15% (June 17th) with 3,000 Sinopharm doses arriving on Monday.

https://t.co/9NsIhQXxpU https://t.co/cVGwSlnmxl",en,"Sentiment(polarity=0.0, subjectivity=0.5)",49,19,0,0.5,MrGeepGeep,267,357,FALSE,['#COVID19'],,Purgatory
Fri Jun 18 18:02:26 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","""Africa is in the midst of a full-blown third wave,"" @MoetiTshidi said. ""The sobering trajectory of surging cases should draw everyone to urgent action. 

â€œWe've seen, in India and elsewhere, how quickly Covid-19 can rebound and overwhelm health systems""
https://t.co/CemRZeIDYr",en,"Sentiment(polarity=0.14444444444444446, subjectivity=0.19999999999999998)",264,239,0.144444444,0.2,carissa_moore,125,207,FALSE,[],"{'screen_name': 'MoetiTshidi', 'name': 'Dr Matshidiso Moeti', 'id': 2412739760, 'id_str': '2412739760', 'indices': [53, 65]}",
Fri Jun 18 18:02:26 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Precisely. Time to stop compromising health safety. https://t.co/PlZUnpcz9p,en,"Sentiment(polarity=0.4, subjectivity=0.8)",39,6,0.4,0.8,SandyHi2244,350,612,FALSE,[],,
Fri Jun 18 18:02:26 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Iâ€™m pleased to welcome the #WeCanDoThis bus to Atlanta today! Remember, there are 3 easy ways to find a #COVID19 vaccine near you:  
ðŸ” Search https://t.co/d2PDWIps8o  
ðŸ“±Text your ZIP code to 438829  
ðŸ“ž Call 1-800-232-0233 https://t.co/AMmcMmCtiP",en,"Sentiment(polarity=0.5083333333333333, subjectivity=0.7833333333333333)",693,223,0.508333333,0.783333333,ReadingCEP,167,758,FALSE,"['#WeCanDoThis', '#COVID19']",,"Fresno, CA"
